,tweet
3122,.@HillaryClinton's Environmentaljustice fight will extend to PuertoRico. Powerful tour of flooded @CanoMartinPena https://t.co/nMBu6JzLOV
3123,"EveryChildfilm in UnitedStates deserves clean air to breathe, Drinkingwater to drink, and a safe and healthy place to live. https://t.co/t0eAF9tXHH"
3124,PuertoRico Zikavirus fact-finding mission for @HillaryClinton. WIC clinics educating &amp; providing kits for pregnant women https://t.co/8DEj6HOKhZ
3125,"Tenemos que actuar ahora para proteger a los puertorriqueños (del Zikavirus), especialmente a las mujeres embarazadas. https://t.co/h93oQDo5sq"
3126,"DonaldTrump is going to try to take MittRomney's ""EtchASketch"" approach to the Generalelection. Don't let him.
https://t.co/Az2A0UQqeq"
3127,We learned a lot from Dr. Rullan: how Zikavirus has affected other parts of the world &amp; what early data is showing now. https://t.co/RMZe4WmZd8
3128,Does DonaldTrump think he can fool us into Forgetting his hateful Rhetoric? Sad https://t.co/0Vvw0m36ZX
3129,Zikavirus has reached the UnitedStates and we can't wait any longer to act. Tell UnitedStatesCongress to address this Publichealth crisis: https://t.co/H0jvAG9rZ2
3130,"We all know DonaldTrump says offensive things about women. Here's what he says about policies that benefit women.
https://t.co/YMV0rvwFnf"
3131,All children should live &amp; grow up in a healthy world. That’s why it's so important we #ActOnClimate. https://t.co/Sjd8DT8FDX #EarthDay
3132,Passover is a chance to gather with loved ones and recommit to fighting all forms of injustice. Chag Sameach to those celebrating. -Hydrogen
3133,"ParalympicGames dejarle un mejor futuro a nuestros niños, Temenos que proteger el futuro de nuestro Chasuble. #DiaDeLaTierra https://t.co/BUdyIdA5lz"
3134,"In ten years, we can generate enough Renewableenergy to power every home in UnitedStates. #EarthDay
https://t.co/k7EGD4G4dK"
3135,"DonaldTrump saying awful things about women isn't the most offensive thing about him.

His policies are.
https://t.co/8MxorbLaCm"
3136,"We need a leader who will deliver on Paris &amp; go further to cut Greenhousegas, install enough Renewableenergy to power every home in UnitedStates."
3137,We celebrate #earthday by signing a historic accord—one that will have Unmatched impact on our environment &amp; society https://t.co/vjVBXzTulE
3138,Proud of my friend @GovernorVA for continuing to break down barriers to voting. -Hydrogen https://t.co/sL6NBLKwho
3139,"The Climate is changing.
RepublicanPartyUnitedStates policies aren't.

RTTVnetwork if you agree we need to #ActOnClimate.
https://t.co/8UUzG6RbVt"
3140,"Under DonaldTrump, the pay gap would remain YugeEhime. https://t.co/vyWOykLtZf"
3141,We need to act on Zika—fast. Add your name and tell UnitedStatesCongress: approve emergency funding now to keep families safe. https://t.co/H0jvAG9rZ2
3142,"""It is not enough to be on the money. You need to be making the money."" —Hillary on ensuring Equalpayforequalwork for women"
3143,Zikavirus is a threat to Publichealth &amp; we have to act now. Tell UnitedStatesCongress to approve funding to address this crisis: https://t.co/KjmWMDOgDl -Hydrogen
3144,Proud the UnitedStates is signing the Paris Climate deal. What better way to celebrate EarthDay than taking action to help save our Planet? -Hydrogen
3145,"To make a better future for our kids, we've got to protect the future of our Planet. Happy EarthDay. https://t.co/jRPtmo4Qzi"
3146,Conoce la historia de un gimnasio en NewYorkCity ayudando a concienciar sobre la encarcelación masiva. https://t.co/ee4TG3DPTG
3147,"""To all the people who supported Sen. BernieSanders, I believe there's much more that unites us than divides us."" —Hillary https://t.co/oGJ0BwYWuI"
3148,"It isn't enough to just say we support Equalpayforequalwork for women. We have to do everything we can to make it a reality.
https://t.co/okNk0RDPmi"
3149,.@HillaryClinton Reflects On @prince's Passing w/ @MsPattyJackson https://t.co/sBNoWmEYdv #Prince #HillaryClinton https://t.co/jVaPziCCdF
3150,"""Once you've paid your Debt to society, your Suffrage should be returned immediately."" —Hillary on @GMA
https://t.co/ZlyKOYwsOo"
3151,A few bad actors supply the vast majority of guns used in crimes. We need to stop them. https://t.co/fLUBDiGFQ6 https://t.co/bFNQ4LeGcn
3152,Gunviolence is an Epidemic. We cannot become indifferent to these losses. https://t.co/ozcS4v6jJX
3153,"""We have got to address the unequal effects of the Criminaljustice on people of color."" —Hillary on @GMA
https://t.co/87mBLdLnAr"
3154,"If anything else killed 33,000 people per year, UnitedStatesCongress would take action. It's time to #StopGunViolence. https://t.co/PoTp8Mirei"
3155,"In which Hillary reacts to @NBCSNL Hillary skits on @GMA.
https://t.co/6Hcc0V8u3q"
3156,HillaryClinton Talks Female Equality in 1988 @GMA Appearance https://t.co/a3ioOpX1XV #Tributyltin #HillaryOnGMA https://t.co/up6blfzFSb
3157,"Thank you, NewYorkCity. Let's go win this nomination.
https://t.co/OVp5NTVWnU"
3158,"""VictoryRecords"" never tasted so good. Thanks, @MikeyLikesItNY.
https://t.co/1jxm6JscOf"
3159,"It's important that people are held accountable for Waterintoxication in Flint, but UnitedStatesCongress needs to act now to help Flint families. -Hydrogen"
3160,"AFittingTribute yesterday for Susan B. Anthony, who fought to win women the right to vote: ""I voted"" stickers. https://t.co/NKyVdxfA4Z"
3161,"""No more families should have to go through what we have."" —@EricaSmegs, daughter of SandyHook School principal
https://t.co/DCVzc2qV9A"
3162,"A woman, a leader, and a freedom Fighteraircraft. I can't think of a better choice for the UnitedStatestwentydollarbill than HydrogenarrietTubman: https://t.co/YcsZC4ZrKg -Hydrogen"
3163,HillaryClinton luchará para los inmigrantes para que todos puedan CastleofSalir BritishRailClass180. https://t.co/qxtCX1hbx4
3164,"A Homecoming, and a triumph, for HillaryClinton in NewYorkCity https://t.co/dQgcuUMl5a https://t.co/qHlgXOnGGg"
3165,"""Erica has turned her sorrow into a strategy and her Mourning into a movement."" —Hillary in NewYorkCity last night
https://t.co/k1WtDQxrdU"
3166,"""Because of you, this campaign is the only one—Democrat or Republican—to win 10 million votes.” https://t.co/kX6LMblMDD"
3167,"""NewYorkCity is a place for dreaming big. But NewYorkCityers also like to get things done."" —Hillary https://t.co/K5uWCl3PKI"
3168,¡Esta victoria es de todos ustedes NewYorkCity! Muchas gracias PortlandTimbersU23s su ApoyoLagoonNaturalReserve. Unete a la campaña aquí → https://t.co/29hAgCxpQM
3169,Text CONGRATS to 47246 to tell Hillary you're with her TheTonightShow. https://t.co/ZBQ6wKlCPr
3170,“TheMotto of this state is ‘SBVExcelsior’–ever upward. So let’s go out and win this Election and all rise together.” https://t.co/YOH1Pk63OF
3171,"New Yorkers speak every Language, worship every Faith, and hail from every Continent. 

Our diversity is a strength, not a weakness."
3172,"DonaldTrump &amp; TedCruz are pushing a vision for UnitedStates that's divisive &amp; dangerous.

We should be lifting people up—not tearing them down."
3173,"It’s about lifting each other up, not tearing each other down. https://t.co/mmmDVx0qZC"
3174,"NewYorkCity is a place to dream big—and we’re setting bold, progressive goals in this campaign. But NewYorkCityers also like to get things done."
3175,“The race for the DemocraticPartyUnitedStates nomination is in the home stretch and our goal is in sight.” https://t.co/7F8wqQhCAl
3176,"We did it, NewYorkCity! Watch Hillary live: https://t.co/7zMQ8wFXD4"
3177,Start spreading the News. https://t.co/sOc1WIwYgo
3178,TheTonightShow's victory belongs to everyone who worked hard to get out the vote. Sign up now to keep the Momentum going. https://t.co/YsjbCMtVUS
3179,"To our volunteers, organizers, and supporters who worked your hearts out in NewYorkCity: This is your win. Thank you. https://t.co/sL5qKZgA8j"
3180,Let's win this nomination. Chip in $3 to let Hillary know you've got her back all the way to the WhiteHouse: https://t.co/xe2HwRD6EN
3181,"Right back at you, NewYorkCity. https://t.co/V0KwFRg7On"
3182,"Thank you, NewYorkCity. You put your Faith in me 16 years ago and again TheTonightShow. I'll never stop fighting for you. -Hydrogen https://t.co/Tqp8lCYhvq"
3183,What's @HillaryClinton up to while New Yorkers vote? Check out @Highfunctioningautism's Liveblogging to find out. https://t.co/2I2PR1UY6x https://t.co/onbOd5rdNf
3184,"A couple of New Yorkers heading to the polls. #PrimaryDay
https://t.co/NWLHCzykyU"
3185,"Just a few hours left to vote in the NewYorkCity primary. Confirm your Pollingplace, then head over: https://t.co/iwiO5B9eal https://t.co/RcH0H3ecRN"
3186,¿Cómo funciona ElSistema de delegados? Nuestro experto en delegados nos explica en ElectronicSystemforTravelAuthorization entrevista. https://t.co/ylM6d6mDoy
3187,Just a few hours until polls close in NewYorkCity. Get the latest from #PrimaryDay on our Liveblogging → https://t.co/F1KFQkAA2Z
3188,"If we have each other's backs and treat each other with kindness and respect, there's nothing we can't do.
https://t.co/ZUYkzKMLyo"
3189,"Our country can't reach its potential unless we all do.
https://t.co/U9OhBS1wss"
3190,It's #PrimaryDay in NewYorkCity. Get all you need to know on our Liveblogging: https://t.co/LB1MIvu39F https://t.co/pXFWgcZPDt
3191,"Gogame vote, NewYorkCity. It'll only take you one try. https://t.co/gRqmpE5EVh #PrimaryDay https://t.co/H7bPYy5Yuu"
3192,First stop on NewYorkCity primary day. #iVoted #PrimaryDay https://t.co/K6dKcM7nwB
3193,"We asked New Yorkers what they really think of DonaldTrump.

They didn’t hold back. https://t.co/jqhLAPqyRf https://t.co/lP0Tc9OiNs"
3194,New Yorkers head to the polls today. RTTVnetwork this if you’re voting for Hillary. https://t.co/frhgx4Yu2s
3195,¡PeroduaAlza Tucuneiform voz! Encuentre dónde votar en NewYorkCity aquí → https://t.co/XFC2bmOTde #EstoyConElla https://t.co/BWBoK3Ex6S
3196,"Gogame vote today, New York—Hillary needs you. Text WhereSQL to 47246 to find your Pollingplace."
3197,Every Republican PresidentoftheUnitedStates candidate would reverse PresidentoftheUnitedStates’s executive actions on Immigration. https://t.co/UejylRk2Qb #FightForFamilies
3198,"We don't all look the same, or sound the same, or worship the same—and that's one of UnitedStates's biggest strengths.
https://t.co/m4CJ0NgBhq"
3199,"Stopped by an old @HillaryClinton favorite, @MikeyLikesItNY in the #EastVillage. Read this: https://t.co/O6NTi77fia https://t.co/dAc480btuL"
3200,"Ableton forward into the unknown, @StephenAtHome. Watch Hillary on @colbertlateshow at 11:30pm ET. #LSSC
https://t.co/SokqHNxkKP"
3201,7th stop of the day: Rockwellscale continues call for an end to the tipped Wage at Colors Restaurant in Noho https://t.co/PAQnW5G9tO
3202,".@TheNewYorkTimes on Hillary: ""One of the most broadly and deeply qualified PresidentoftheUnitedStates candidates in Historyoftheworld."" https://t.co/UMtPYHminz"
3203,“SunderLalHora de encaminar la ciudadanía Plena e igualitaria y arreglar PorFin nuestro quebrado Sistema migratorio #FightForFamilies” Dice Hillary
3204,"""She promised me to block the Constitutional Constitutionalamendment against Samesexmarriage. And she did."" https://t.co/VITevzhBTk https://t.co/eq4lO7eNGz"
3205,It's time to create a path to full and equal Citizenship and finally fix our broken Immigration system. #FightForFamilies -Hydrogen
3206,We need ComprehensiveImmigrationReformActof2007 now. I'll propose legislation within my first 100 days as PresidentoftheUnitedStates. -Hydrogen
3207,I will protect BarackObama's executive actions to keep these families together and go even further to bring more families Relief. -Hydrogen
3208,"Millions of families who call UnitedStates home live in Fear of being torn apart by Deportation. Today, SCOTUS begins deciding their fate. -Hydrogen"
3209,"To everyone in Hydrogenouston, please stay safe and avoid traveling. Our prayers are with you. #HydrogenoustonFlood -Hydrogen"
3210,Encuentre dónde votar en NewYorkCity aquí →  https://t.co/S0VaGHnceD #EstoyConElla https://t.co/f9bPIpE2uo
3211,"No child should have to live in Fear of losing her parents to Deportation. #FightForFamilies
https://t.co/iOICFi8uQ2"
3212,".@TomColicchio, thanks for your work on this issue. Your ZIPCode shouldn't determine your ability to access healthy, affordable Food."
3213,New Yorkers know this better than anyone: Hillary has what it takes to be PresidentoftheUnitedStates. Text RECORD to 47246 to learn why.
3214,"""Anything is possible. Do not let where you come from dictate your life.""
How one NewYorkSchoolart is changing lives: https://t.co/QoaXphZmgc"
3215,WATCH: NewYorkCity state UnitedStatesSenate Twirlchocolatebar @HillaryClinton during WashingtonHeightsManhattan Blockparty: https://t.co/ORhybbGqnU
3216,"If we stand up for our values instead of turning to division and hate, there's nothing we can't do.
https://t.co/qGQhd9sOmy"
3217,HartfordCourant endorses HillaryClinton in Connecticut 2008SouthCarolinaDemocraticprimary presidential primary. https://t.co/aworWEdNhR https://t.co/BjOwWbwm9H
3218,Make sure your friends in NewYorkCity vote for Hillary on Tuesday. SendSurrey them a message with our friend finder: https://t.co/iQVioFqAW7 🗽
3219,Nuestros corazones están con los ecuatorianos y las familias que perdieron a OnlyHuman2004film en el Terremoto de AJAyer.
3220,Our hearts go out to the people of Ecuador and the families who lost loved ones from yesterday's Earthquake. -Hydrogen
3221,"A great day in EastHarlem, in photos. https://t.co/gHbulHPSLu https://t.co/jclVhj7jtD"
3222,"Meet three of the kids covered by the Children's Health Insurance Program, all grown up: https://t.co/NifwAMxjYg https://t.co/LKVZ2tMMHW"
3223,"Your Sunday afternoon read: ""In a word, HillaryClinton"" —@PhillyInquirer endorses @HillaryHillaryClinton: https://t.co/RxAFwgxuES #HRC4PA"
3224,“Muchos neoyorquinos luchan PortlandTimbersU23s pagar la renta ... y las familias latinas y afroamericanas son las Msalbum afectadas”. https://t.co/iUuLn5I5Un
